,reaction_id,rxn_smiles,products_run
89,88,[Br:1][CH:15]1[CH2:16][CH2:17][CH2:18][CH2:19][CH2:20]1.[CH3:2][C:3](=[O:4])[c:5]1[cH:6][cH:7][c:8](-[n:9]2[cH:10][cH:11][cH:12][n:13]2)[cH:14][cH:21]1>CC1=CC=C(C(C)C)C=C1.CC2=CC=C(C(C)C)C=C2.[Ru+2].[Cl-].[Cl-].[Ru+2].[Cl-].[Cl-].CC1=CC=CC=C1C.O=C(O)C1=C(C)C=C(C)C=C1C>[CH3:2][C:3](=[O:4])[c:5]1[cH:6][cH:7][c:8](-[n:9]2[cH:10][cH:11][cH:12][n:13]2)[c:14]([CH:15]2[CH2:16][CH2:17][CH2:18][CH2:19][CH2:20]2)[cH:21]1,[CH3:2][C:3](=[O:4])[c:5]1[cH:6][cH:7][c:8](-[n:9]2[cH:10][cH:11][cH:12][n:13]2)[c:14]([CH:15]2[CH2:16][CH2:17][CH2:18][CH2:19][CH2:20]2)[cH:21]1.[CH3:2][C:3](=[O:4])[c:5]1[cH:6][cH:7][c:8](-[n:9]2[cH:10][cH:11][cH:12][n:13]2)[cH:14][c:15]1[CH:16]1[CH2:17][CH2:18][CH2:19][CH2:20][CH2:21]1.[CH3:2][C:3](=[O:4])[c:5]1[cH:6][cH:7][c:8](-[n:9]2[cH:10][cH:11][cH:12][n:13]2)[cH:14][c:15]1[CH:16]1[CH2:17][CH2:18][CH2:19][CH2:20][CH2:21]1
90,89,[Br:1][CH:13]1[CH2:14][CH2:15][CH2:16][CH2:17]1.[CH3:2][c:3]1[cH:4][c:5]([CH3:6])[n:7](-[c:8]2[cH:9][cH:10][cH:11][cH:12][cH:18]2)[n:19]1>CC1=CC=C(C(C)C)C=C1.CC2=CC=C(C(C)C)C=C2.[Ru+2].[Cl-].[Cl-].[Ru+2].[Cl-].[Cl-].CC1=CC=CC=C1C.O=C(O)C1=C(C)C=C(C)C=C1C>[CH3:2][c:3]1[cH:4][c:5]([CH3:6])[n:7](-[c:8]2[cH:9][cH:10][cH:11][c:12]([CH:13]3[CH2:14][CH2:15][CH2:16][CH2:17]3)[cH:18]2)[n:19]1,[CH3:2][c:3]1[cH:4][c:5]([CH3:6])[n:7](-[c:8]2[cH:9][cH:10][cH:11][c:12]([CH:13]3[CH2:14][CH2:15][CH2:16][CH2:17]3)[cH:18]2)[n:19]1.[CH3:2][c:3]1[cH:4][c:5]([CH3:6])[n:7](-[c:8]2[cH:9][cH:10][cH:11][cH:12][c:13]2[CH:14]2[CH2:15][CH2:16][CH2:17][CH2:18]2)[n:19]1.[CH3:2][c:3]1[cH:4][c:5]([CH3:6])[n:7](-[c:8]2[cH:9][cH:10][c:11]([CH:12]3[CH2:13][CH2:14][CH2:15][CH2:16]3)[cH:17][cH:18]2)[n:19]1.[CH3:2][c:3]1[cH:4][c:5]([CH3:6])[n:7](-[c:8]2[cH:9][cH:10][cH:11][cH:12][c:13]2[CH:14]2[CH2:15][CH2:16][CH2:17][CH2:18]2)[n:19]1
91,90,[Br:1][CH:13]1[CH2:14][CH2:15][CH2:16][CH2:17][CH2:18]1.[CH3:2][c:3]1[cH:4][c:5]([CH3:6])[n:7](-[c:8]2[cH:9][cH:10][cH:11][cH:12][cH:19]2)[n:20]1>CC1=CC=C(C(C)C)C=C1.CC2=CC=C(C(C)C)C=C2.[Ru+2].[Cl-].[Cl-].[Ru+2].[Cl-].[Cl-].CC1=CC=CC=C1C.O=C(O)C1=C(C)C=C(C)C=C1C>[CH3:2][c:3]1[cH:4][c:5]([CH3:6])[n:7](-[c:8]2[cH:9][cH:10][cH:11][c:12]([CH:13]3[CH2:14][CH2:15][CH2:16][CH2:17][CH2:18]3)[cH:19]2)[n:20]1,[CH3:2][c:3]1[cH:4][c:5]([CH3:6])[n:7](-[c:8]2[cH:9][cH:10][cH:11][c:12]([CH:13]3[CH2:14][CH2:15][CH2:16][CH2:17][CH2:18]3)[cH:19]2)[n:20]1.[CH3:2][c:3]1[cH:4][c:5]([CH3:6])[n:7](-[c:8]2[cH:9][cH:10][c:11]([CH:12]3[CH2:13][CH2:14][CH2:15][CH2:16][CH2:17]3)[cH:18][cH:19]2)[n:20]1.[CH3:2][c:3]1[cH:4][c:5]([CH3:6])[n:7](-[c:8]2[cH:9][cH:10][cH:11][cH:12][c:13]2[CH:14]2[CH2:15][CH2:16][CH2:17][CH2:18][CH2:19]2)[n:20]1.[CH3:2][c:3]1[cH:4][c:5]([CH3:6])[n:7](-[c:8]2[cH:9][cH:10][cH:11][cH:12][c:13]2[CH:14]2[CH2:15][CH2:16][CH2:17][CH2:18][CH2:19]2)[n:20]1
92,91,[Br:1][CH:13]1[CH2:14][CH2:15][CH2:16][CH2:17][CH2:18][CH2:19]1.[CH3:2][c:3]1[cH:4][c:5]([CH3:6])[n:7](-[c:8]2[cH:9][cH:10][cH:11][cH:12][cH:20]2)[n:21]1>CC1=CC=C(C(C)C)C=C1.CC2=CC=C(C(C)C)C=C2.[Ru+2].[Cl-].[Cl-].[Ru+2].[Cl-].[Cl-].CC1=CC=CC=C1C.O=C(O)C1=C(C)C=C(C)C=C1C>[CH3:2][c:3]1[cH:4][c:5]([CH3:6])[n:7](-[c:8]2[cH:9][cH:10][cH:11][c:12]([CH:13]3[CH2:14][CH2:15][CH2:16][CH2:17][CH2:18][CH2:19]3)[cH:20]2)[n:21]1,[CH3:2][c:3]1[cH:4][c:5]([CH3:6])[n:7](-[c:8]2[cH:9][cH:10][cH:11][c:12]([CH:13]3[CH2:14][CH2:15][CH2:16][CH2:17][CH2:18][CH2:19]3)[cH:20]2)[n:21]1.[CH3:2][c:3]1[cH:4][c:5]([CH3:6])[n:7](-[c:8]2[cH:9][cH:10][cH:11][cH:12][c:13]2[CH:14]2[CH2:15][CH2:16][CH2:17][CH2:18][CH2:19][CH2:20]2)[n:21]1.[CH3:2][c:3]1[cH:4][c:5]([CH3:6])[n:7](-[c:8]2[cH:9][cH:10][c:11]([CH:12]3[CH2:13][CH2:14][CH2:15][CH2:16][CH2:17][CH2:18]3)[cH:19][cH:20]2)[n:21]1.[CH3:2][c:3]1[cH:4][c:5]([CH3:6])[n:7](-[c:8]2[cH:9][cH:10][cH:11][cH:12][c:13]2[CH:14]2[CH2:15][CH2:16][CH2:17][CH2:18][CH2:19][CH2:20]2)[n:21]1
93,92,[Br:1][CH:13]1[CH2:14][CH2:15][CH2:16][CH2:17][CH2:18][CH2:19][CH2:20]1.[CH3:2][c:3]1[cH:4][c:5]([CH3:6])[n:7](-[c:8]2[cH:9][cH:10][cH:11][cH:12][cH:21]2)[n:22]1>CC1=CC=C(C(C)C)C=C1.CC2=CC=C(C(C)C)C=C2.[Ru+2].[Cl-].[Cl-].[Ru+2].[Cl-].[Cl-].CC1=CC=CC=C1C.O=C(O)C1=C(C)C=C(C)C=C1C>[CH3:2][c:3]1[cH:4][c:5]([CH3:6])[n:7](-[c:8]2[cH:9][cH:10][cH:11][c:12]([CH:13]3[CH2:14][CH2:15][CH2:16][CH2:17][CH2:18][CH2:19][CH2:20]3)[cH:21]2)[n:22]1,[CH3:2][c:3]1[cH:4][c:5]([CH3:6])[n:7](-[c:8]2[cH:9][cH:10][cH:11][c:12]([CH:13]3[CH2:14][CH2:15][CH2:16][CH2:17][CH2:18][CH2:19][CH2:20]3)[cH:21]2)[n:22]1.[CH3:2][c:3]1[cH:4][c:5]([CH3:6])[n:7](-[c:8]2[cH:9][cH:10][c:11]([CH:12]3[CH2:13][CH2:14][CH2:15][CH2:16][CH2:17][CH2:18][CH2:19]3)[cH:20][cH:21]2)[n:22]1.[CH3:2][c:3]1[cH:4][c:5]([CH3:6])[n:7](-[c:8]2[cH:9][cH:10][cH:11][cH:12][c:13]2[CH:14]2[CH2:15][CH2:16][CH2:17][CH2:18][CH2:19][CH2:20][CH2:21]2)[n:22]1.[CH3:2][c:3]1[cH:4][c:5]([CH3:6])[n:7](-[c:8]2[cH:9][cH:10][cH:11][cH:12][c:13]2[CH:14]2[CH2:15][CH2:16][CH2:17][CH2:18][CH2:19][CH2:20][CH2:21]2)[n:22]1
94,93,[Br:1][C@H:13]1[CH2:14][C@H:15]2[CH2:16][CH2:17][C@@H:18]1[CH2:19]2.[CH3:2][c:3]1[cH:4][c:5]([CH3:6])[n:7](-[c:8]2[cH:9][cH:10][cH:11][cH:12][cH:20]2)[n:21]1>CC1=CC=C(C(C)C)C=C1.CC2=CC=C(C(C)C)C=C2.[Ru+2].[Cl-].[Cl-].[Ru+2].[Cl-].[Cl-].CC1=CC=CC=C1C.O=C(O)C1=C(C)C=C(C)C=C1C>[CH3:2][c:3]1[cH:4][c:5]([CH3:6])[n:7](-[c:8]2[cH:9][cH:10][cH:11][c:12]([CH:13]3[CH2:14][C@H:15]4[CH2:16][CH2:17][C@@H:18]3[CH2:19]4)[cH:20]2)[n:21]1,[CH3:2][c:3]1[cH:4][c:5]([CH3:6])[n:7](-[c:8]2[cH:9][cH:10][cH:11][c:12]([CH:13]3[CH2:14][C@H:15]4[CH2:16][CH2:17][C@@H:18]3[CH2:19]4)[cH:20]2)[n:21]1.[CH3:2][c:3]1[cH:4][c:5]([CH3:6])[n:7](-[c:8]2[cH:9][cH:10][cH:11][cH:12][c:13]2[CH:14]2[CH2:15][C@@H:16]3[CH2:17][CH2:18][C@H:19]2[CH2:20]3)[n:21]1.[CH3:2][c:3]1[cH:4][c:5]([CH3:6])[n:7](-[c:8]2[cH:9][cH:10][c:11]([CH:12]3[CH2:13][C@H:14]4[CH2:15][CH2:16][C@@H:17]3[CH2:18]4)[cH:19][cH:20]2)[n:21]1.[CH3:2][c:3]1[cH:4][c:5]([CH3:6])[n:7](-[c:8]2[cH:9][cH:10][cH:11][cH:12][c:13]2[CH:14]2[CH2:15][C@@H:16]3[CH2:17][CH2:18][C@H:19]2[CH2:20]3)[n:21]1
95,94,[Br:1][CH:4]([CH2:3][CH3:2])[CH3:5].[cH:6]1[cH:7][cH:8][cH:9][c:10](-[n:11]2[n:12][c:13]([CH3:14])[cH:15][c:16]2[CH3:17])[cH:18]1>CC1=CC=C(C(C)C)C=C1.CC2=CC=C(C(C)C)C=C2.[Ru+2].[Cl-].[Cl-].[Ru+2].[Cl-].[Cl-].CC1=CC=CC=C1C.O=C(O)C1=C(C)C=C(C)C=C1C>[CH3:2][CH2:3][CH:4]([CH3:5])[c:6]1[cH:7][cH:8][cH:9][c:10](-[n:11]2[n:12][c:13]([CH3:14])[cH:15][c:16]2[CH3:17])[cH:18]1,[CH3:2][CH2:3][CH:4]([CH3:5])[c:6]1[cH:7][cH:8][cH:9][c:10](-[n:11]2[n:12][c:13]([CH3:14])[cH:15][c:16]2[CH3:17])[cH:18]1.[CH3:2][CH2:3][CH:4]([CH3:5])[c:6]1[cH:7][cH:8][c:9](-[n:10]2[n:11][c:12]([CH3:13])[cH:14][c:15]2[CH3:16])[cH:17][cH:18]1.[CH3:2][CH2:3][CH:4]([CH3:5])[c:6]1[cH:7][cH:8][cH:9][cH:10][c:11]1-[n:12]1[n:13][c:14]([CH3:15])[cH:16][c:17]1[CH3:18].[CH3:2][CH2:3][CH:4]([CH3:5])[c:6]1[cH:7][cH:8][cH:9][cH:10][c:11]1-[n:12]1[n:13][c:14]([CH3:15])[cH:16][c:17]1[CH3:18]
96,95,[Br:1][CH:5]([CH2:4][CH2:3][CH3:2])[CH3:6].[cH:7]1[cH:8][cH:9][cH:10][c:11](-[n:12]2[n:13][c:14]([CH3:15])[cH:16][c:17]2[CH3:18])[cH:19]1>CC1=CC=C(C(C)C)C=C1.CC2=CC=C(C(C)C)C=C2.[Ru+2].[Cl-].[Cl-].[Ru+2].[Cl-].[Cl-].CC1=CC=CC=C1C.O=C(O)C1=C(C)C=C(C)C=C1C>[CH3:2][CH2:3][CH2:4][CH:5]([CH3:6])[c:7]1[cH:8][cH:9][cH:10][c:11](-[n:12]2[n:13][c:14]([CH3:15])[cH:16][c:17]2[CH3:18])[cH:19]1,[CH3:2][CH2:3][CH2:4][CH:5]([CH3:6])[c:7]1[cH:8][cH:9][cH:10][c:11](-[n:12]2[n:13][c:14]([CH3:15])[cH:16][c:17]2[CH3:18])[cH:19]1.[CH3:2][CH2:3][CH2:4][CH:5]([CH3:6])[c:7]1[cH:8][cH:9][cH:10][cH:11][c:12]1-[n:13]1[n:14][c:15]([CH3:16])[cH:17][c:18]1[CH3:19].[CH3:2][CH2:3][CH2:4][CH:5]([CH3:6])[c:7]1[cH:8][cH:9][c:10](-[n:11]2[n:12][c:13]([CH3:14])[cH:15][c:16]2[CH3:17])[cH:18][cH:19]1.[CH3:2][CH2:3][CH2:4][CH:5]([CH3:6])[c:7]1[cH:8][cH:9][cH:10][cH:11][c:12]1-[n:13]1[n:14][c:15]([CH3:16])[cH:17][c:18]1[CH3:19]
97,96,[Br:1][CH2:13][C:14]([CH3:15])([CH3:16])[CH3:17].[CH3:2][c:3]1[cH:4][c:5]([CH3:6])[n:7](-[c:8]2[cH:9][cH:10][cH:11][cH:12][cH:18]2)[n:19]1>CC1=CC=C(C(C)C)C=C1.CC2=CC=C(C(C)C)C=C2.[Ru+2].[Cl-].[Cl-].[Ru+2].[Cl-].[Cl-].CC1=CC=CC=C1C.O=C(O)C1=C(C)C=C(C)C=C1C>[CH3:2][c:3]1[cH:4][c:5]([CH3:6])[n:7](-[c:8]2[cH:9][cH:10][cH:11][c:12]([CH2:13][C:14]([CH3:15])([CH3:16])[CH3:17])[cH:18]2)[n:19]1,[CH3:2][c:3]1[cH:4][c:5]([CH3:6])[n:7](-[c:8]2[cH:9][cH:10][cH:11][c:12]([CH2:13][C:14]([CH3:15])([CH3:16])[CH3:17])[cH:18]2)[n:19]1.[CH3:2][c:3]1[cH:4][c:5]([CH3:6])[n:7](-[c:8]2[cH:9][cH:10][cH:11][cH:12][c:13]2[CH2:14][C:15]([CH3:16])([CH3:17])[CH3:18])[n:19]1.[CH3:2][c:3]1[cH:4][c:5]([CH3:6])[n:7](-[c:8]2[cH:9][cH:10][c:11]([CH2:12][C:13]([CH3:14])([CH3:15])[CH3:16])[cH:17][cH:18]2)[n:19]1.[CH3:2][c:3]1[cH:4][c:5]([CH3:6])[n:7](-[c:8]2[cH:9][cH:10][cH:11][cH:12][c:13]2[CH2:14][C:15]([CH3:16])([CH3:17])[CH3:18])[n:19]1
98,97,[CH3:1][O:2][c:3]1[cH:4][cH:5][c:6]([CH2:7][Cl:22])[cH:20][cH:21]1.[cH:8]1[cH:9][cH:10][cH:11][c:12](-[c:13]2[cH:14][cH:15][cH:16][cH:17][n:18]2)[cH:19]1>CC1=CC=C(C(C)C)C=C1.[O-]C(C)=O.[O-]C(C)=O.[Ru+2].P(C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.C1COCCO1>[CH3:1][O:2][c:3]1[cH:4][cH:5][c:6]([CH2:7][c:8]2[cH:9][cH:10][cH:11][c:12](-[c:13]3[cH:14][cH:15][cH:16][cH:17][n:18]3)[cH:19]2)[cH:20][cH:21]1,[CH3:1][O:2][c:3]1[cH:4][cH:5][c:6]([CH2:7][c:8]2[cH:9][cH:10][cH:11][c:12](-[c:13]3[cH:14][cH:15][cH:16][cH:17][n:18]3)[cH:19]2)[cH:20][cH:21]1.[CH3:1][O:2][c:3]1[cH:4][cH:5][c:6]([CH2:7][c:8]2[cH:9][cH:10][c:11](-[c:12]3[cH:13][cH:14][cH:15][cH:16][n:17]3)[cH:18][cH:19]2)[cH:20][cH:21]1.[CH3:1][O:2][c:3]1[cH:4][cH:5][c:6]([CH2:7][c:8]2[cH:9][cH:10][cH:11][cH:12][c:13]2-[c:14]2[cH:15][cH:16][cH:17][cH:18][n:19]2)[cH:20][cH:21]1.[CH3:1][O:2][c:3]1[cH:4][cH:5][c:6]([CH2:7][c:8]2[cH:9][cH:10][cH:11][cH:12][c:13]2-[c:14]2[cH:15][cH:16][cH:17][cH:18][n:19]2)[cH:20][cH:21]1
99,98,[cH:8]1[cH:9][c:10](-[c:11]2[cH:12][cH:13][cH:14][cH:15][n:16]2)[cH:17][cH:18][c:19]1[O:20][CH3:21].[CH3:1][O:2][c:3]1[cH:4][cH:5][c:6]([CH2:7][Cl:24])[cH:22][cH:23]1>CC1=CC=C(C(C)C)C=C1.[O-]C(C)=O.[O-]C(C)=O.[Ru+2].P(C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.C1COCCO1>[CH3:1][O:2][c:3]1[cH:4][cH:5][c:6]([CH2:7][c:8]2[cH:9][c:10](-[c:11]3[cH:12][cH:13][cH:14][cH:15][n:16]3)[cH:17][cH:18][c:19]2[O:20][CH3:21])[cH:22][cH:23]1,[CH3:1][O:2][c:3]1[cH:4][cH:5][c:6]([CH2:7][c:8]2[cH:9][c:10](-[c:11]3[cH:12][cH:13][cH:14][cH:15][n:16]3)[cH:17][cH:18][c:19]2[O:20][CH3:21])[cH:22][cH:23]1.[CH3:1][O:2][c:3]1[cH:4][cH:5][c:6]([CH2:7][c:8]2[cH:9][c:10]([O:11][CH3:12])[cH:13][cH:14][c:15]2-[c:16]2[cH:17][cH:18][cH:19][cH:20][n:21]2)[cH:22][cH:23]1.[CH3:1][O:2][c:3]1[cH:4][cH:5][c:6]([CH2:7][c:8]2[cH:9][c:10]([O:11][CH3:12])[cH:13][cH:14][c:15]2-[c:16]2[cH:17][cH:18][cH:19][cH:20][n:21]2)[cH:22][cH:23]1
100,99,[CH3:1][O:2][c:3]1[cH:4][cH:5][c:6]([CH2:7][Cl:23])[cH:21][cH:22]1.[cH:8]1[cH:9][cH:10][cH:11][c:12](-[c:13]2[cH:14][c:15]([CH3:16])[cH:17][cH:18][n:19]2)[cH:20]1>CC1=CC=C(C(C)C)C=C1.[O-]C(C)=O.[O-]C(C)=O.[Ru+2].P(C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.C1COCCO1>[CH3:1][O:2][c:3]1[cH:4][cH:5][c:6]([CH2:7][c:8]2[cH:9][cH:10][cH:11][c:12](-[c:13]3[cH:14][c:15]([CH3:16])[cH:17][cH:18][n:19]3)[cH:20]2)[cH:21][cH:22]1,[CH3:1][O:2][c:3]1[cH:4][cH:5][c:6]([CH2:7][c:8]2[cH:9][cH:10][cH:11][c:12](-[c:13]3[cH:14][c:15]([CH3:16])[cH:17][cH:18][n:19]3)[cH:20]2)[cH:21][cH:22]1.[CH3:1][O:2][c:3]1[cH:4][cH:5][c:6]([CH2:7][c:8]2[cH:9][cH:10][c:11](-[c:12]3[cH:13][c:14]([CH3:15])[cH:16][cH:17][n:18]3)[cH:19][cH:20]2)[cH:21][cH:22]1.[CH3:1][O:2][c:3]1[cH:4][cH:5][c:6]([CH2:7][c:8]2[cH:9][cH:10][cH:11][cH:12][c:13]2-[c:14]2[cH:15][c:16]([CH3:17])[cH:18][cH:19][n:20]2)[cH:21][cH:22]1.[CH3:1][O:2][c:3]1[cH:4][cH:5][c:6]([CH2:7][c:8]2[cH:9][cH:10][cH:11][cH:12][c:13]2-[c:14]2[cH:15][c:16]([CH3:17])[cH:18][cH:19][n:20]2)[cH:21][cH:22]1
101,100,[CH3:1][O:2][c:3]1[cH:4][cH:5][c:6]([CH2:7][Cl:22])[cH:20][cH:21]1.[cH:8]1[cH:9][cH:10][cH:11][c:12](-[c:13]2[n:14][cH:15][cH:16][cH:17][n:18]2)[cH:19]1>CC1=CC=C(C(C)C)C=C1.[O-]C(C)=O.[O-]C(C)=O.[Ru+2].P(C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.C1COCCO1>[CH3:1][O:2][c:3]1[cH:4][cH:5][c:6]([CH2:7][c:8]2[cH:9][cH:10][cH:11][c:12](-[c:13]3[n:14][cH:15][cH:16][cH:17][n:18]3)[cH:19]2)[cH:20][cH:21]1,[CH3:1][O:2][c:3]1[cH:4][cH:5][c:6]([CH2:7][c:8]2[cH:9][cH:10][cH:11][c:12](-[c:13]3[n:14][cH:15][cH:16][cH:17][n:18]3)[cH:19]2)[cH:20][cH:21]1.[CH3:1][O:2][c:3]1[cH:4][cH:5][c:6]([CH2:7][c:8]2[cH:9][cH:10][cH:11][cH:12][c:13]2-[c:14]2[n:15][cH:16][cH:17][cH:18][n:19]2)[cH:20][cH:21]1.[CH3:1][O:2][c:3]1[cH:4][cH:5][c:6]([CH2:7][c:8]2[cH:9][cH:10][c:11](-[c:12]3[n:13][cH:14][cH:15][cH:16][n:17]3)[cH:18][cH:19]2)[cH:20][cH:21]1.[CH3:1][O:2][c:3]1[cH:4][cH:5][c:6]([CH2:7][c:8]2[cH:9][cH:10][cH:11][cH:12][c:13]2-[c:14]2[n:15][cH:16][cH:17][cH:18][n:19]2)[cH:20][cH:21]1
102,101,[CH3:1][O:2][c:3]1[cH:4][cH:5][c:6]([CH2:7][Cl:23])[cH:21][cH:22]1.[cH:8]1[cH:9][c:10](-[c:11]2[n:12][cH:13][cH:14][cH:15][n:16]2)[cH:17][cH:18][c:19]1[F:20]>CC1=CC=C(C(C)C)C=C1.[O-]C(C)=O.[O-]C(C)=O.[Ru+2].P(C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.C1COCCO1>[CH3:1][O:2][c:3]1[cH:4][cH:5][c:6]([CH2:7][c:8]2[cH:9][c:10](-[c:11]3[n:12][cH:13][cH:14][cH:15][n:16]3)[cH:17][cH:18][c:19]2[F:20])[cH:21][cH:22]1,[CH3:1][O:2][c:3]1[cH:4][cH:5][c:6]([CH2:7][c:8]2[cH:9][c:10](-[c:11]3[n:12][cH:13][cH:14][cH:15][n:16]3)[cH:17][cH:18][c:19]2[F:20])[cH:21][cH:22]1.[CH3:1][O:2][c:3]1[cH:4][cH:5][c:6]([CH2:7][c:8]2[cH:9][c:10]([F:11])[cH:12][cH:13][c:14]2-[c:15]2[n:16][cH:17][cH:18][cH:19][n:20]2)[cH:21][cH:22]1.[CH3:1][O:2][c:3]1[cH:4][cH:5][c:6]([CH2:7][c:8]2[cH:9][c:10]([F:11])[cH:12][cH:13][c:14]2-[c:15]2[n:16][cH:17][cH:18][cH:19][n:20]2)[cH:21][cH:22]1
103,102,[CH3:1][O:2][c:3]1[cH:4][cH:5][c:6]([CH2:7][Cl:21])[cH:19][cH:20]1.[cH:8]1[cH:9][cH:10][cH:11][c:12]([C:13]2=[N:14][CH2:15][CH2:16][O:17]2)[cH:18]1>CC1=CC=C(C(C)C)C=C1.[O-]C(C)=O.[O-]C(C)=O.[Ru+2].P(C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.C1COCCO1>[CH3:1][O:2][c:3]1[cH:4][cH:5][c:6]([CH2:7][c:8]2[cH:9][cH:10][cH:11][c:12]([C:13]3=[N:14][CH2:15][CH2:16][O:17]3)[cH:18]2)[cH:19][cH:20]1,[CH3:1][O:2][c:3]1[cH:4][cH:5][c:6]([CH2:7][c:8]2[cH:9][cH:10][cH:11][c:12]([C:13]3=[N:14][CH2:15][CH2:16][O:17]3)[cH:18]2)[cH:19][cH:20]1.[CH3:1][O:2][c:3]1[cH:4][cH:5][c:6]([CH2:7][c:8]2[cH:9][cH:10][c:11]([C:12]3=[N:13][CH2:14][CH2:15][O:16]3)[cH:17][cH:18]2)[cH:19][cH:20]1.[CH3:1][O:2][c:3]1[cH:4][cH:5][c:6]([CH2:7][c:8]2[cH:9][cH:10][cH:11][cH:12][c:13]2[C:14]2=[N:15][CH2:16][CH2:17][O:18]2)[cH:19][cH:20]1.[CH3:1][O:2][c:3]1[cH:4][cH:5][c:6]([CH2:7][c:8]2[cH:9][cH:10][cH:11][cH:12][c:13]2[C:14]2=[N:15][CH2:16][CH2:17][O:18]2)[cH:19][cH:20]1
104,103,[cH:8]1[cH:9][c:10]([C:11]2=[N:12][CH2:13][CH2:14][O:15]2)[cH:16][cH:17][c:18]1[Br:19].[CH3:1][O:2][c:3]1[cH:4][cH:5][c:6]([CH2:7][Cl:22])[cH:20][cH:21]1>CC1=CC=C(C(C)C)C=C1.[O-]C(C)=O.[O-]C(C)=O.[Ru+2].P(C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.C1COCCO1>[CH3:1][O:2][c:3]1[cH:4][cH:5][c:6]([CH2:7][c:8]2[cH:9][c:10]([C:11]3=[N:12][CH2:13][CH2:14][O:15]3)[cH:16][cH:17][c:18]2[Br:19])[cH:20][cH:21]1,[CH3:1][O:2][c:3]1[cH:4][cH:5][c:6]([CH2:7][c:8]2[cH:9][c:10]([C:11]3=[N:12][CH2:13][CH2:14][O:15]3)[cH:16][cH:17][c:18]2[Br:19])[cH:20][cH:21]1.[CH3:1][O:2][c:3]1[cH:4][cH:5][c:6]([CH2:7][c:8]2[cH:9][c:10]([Br:11])[cH:12][cH:13][c:14]2[C:15]2=[N:16][CH2:17][CH2:18][O:19]2)[cH:20][cH:21]1.[CH3:1][O:2][c:3]1[cH:4][cH:5][c:6]([CH2:7][c:8]2[cH:9][c:10]([Br:11])[cH:12][cH:13][c:14]2[C:15]2=[N:16][CH2:17][CH2:18][O:19]2)[cH:20][cH:21]1
105,104,[Cl:1][CH2:6][c:5]1[cH:4][cH:3][cH:2][cH:20][cH:19]1.[cH:7]1[cH:8][cH:9][cH:10][c:11](-[c:12]2[n:13][cH:14][cH:15][cH:16][n:17]2)[cH:18]1>CC1=CC=C(C(C)C)C=C1.[O-]C(C)=O.[O-]C(C)=O.[Ru+2].P(C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.C1COCCO1>[cH:2]1[cH:3][cH:4][c:5]([CH2:6][c:7]2[cH:8][cH:9][cH:10][c:11](-[c:12]3[n:13][cH:14][cH:15][cH:16][n:17]3)[cH:18]2)[cH:19][cH:20]1,[cH:2]1[cH:3][cH:4][c:5]([CH2:6][c:7]2[cH:8][cH:9][cH:10][c:11](-[c:12]3[n:13][cH:14][cH:15][cH:16][n:17]3)[cH:18]2)[cH:19][cH:20]1.[cH:2]1[cH:3][cH:4][c:5]([CH2:6][c:7]2[cH:8][cH:9][c:10](-[c:11]3[n:12][cH:13][cH:14][cH:15][n:16]3)[cH:17][cH:18]2)[cH:19][cH:20]1.[cH:2]1[cH:3][cH:4][c:5]([CH2:6][c:7]2[cH:8][cH:9][cH:10][cH:11][c:12]2-[c:13]2[n:14][cH:15][cH:16][cH:17][n:18]2)[cH:19][cH:20]1.[cH:2]1[cH:3][cH:4][c:5]([CH2:6][c:7]2[cH:8][cH:9][cH:10][cH:11][c:12]2-[c:13]2[n:14][cH:15][cH:16][cH:17][n:18]2)[cH:19][cH:20]1
